url,name,generation
https://img.pokemondb.net/sprites/x-y/normal/bulbasaur.png,Bulbasaur,6
https://img.pokemondb.net/sprites/black-white/normal/charmander.png,Charmander,5
https://img.pokemondb.net/sprites/diamond-pearl/normal/pikachu-f.png,Pikachu,4
https://img.pokemondb.net/sprites/ruby-sapphire/normal/snorlax.png,Snorlax,3
