"faa","name","lat","lon","alt","tz","dst","city","country","flight_date","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","airline","tail_number","flight_number","origin","dest","air_time","actual_elapsed_time","distance","cancelled","diverted"
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1732,1615,77,1832,1725,67,G4,"327NV",1424,PIT,VPS,103,120,775,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1640,1615,25,1715,1701,14,MQ,N675AE,3427,MIA,PNS,79,95,530,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1634,1635,-1,1802,1812,-10,YV,N80343,6184,IAH,PNS,72,88,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1723,1650,33,1911,1839,32,AA,N980TW,1445,DFW,VPS,89,108,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1650,1655,-5,1645,1703,-18,DL,N900DE,1814,ATL,PNS,42,55,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1706,1700,6,1820,1815,5,WN,N8501V,5270,BNA,ECP,57,74,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1708,1705,3,1813,1820,-7,WN,N443WN,581,BNA,PNS,55,65,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1715,1719,-4,1709,1721,-12,DL,N960DL,1167,ATL,VPS,38,54,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",1727,1730,-3,1846,1854,-8,MQ,N667GB,3844,MIA,TLH,58,79,402,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1812,1745,27,1853,1825,28,OH,N540EA,5709,CLT,VPS,65,101,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",1748,1755,-7,1917,1922,-5,OH,N720PS,5188,CLT,TLH,56,89,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",2052,1831,141,2201,1951,130,G4,"224NV",1947,BWI,VPS,107,129,819,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",2018,1850,88,2253,2054,119,EV,N605QX,2870,DFW,ECP,87,155,685,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",1902,1903,-1,2007,2007,0,DL,N906DL,351,ATL,TLH,42,65,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1901,1904,-3,1857,1914,-17,DL,N990DL,2182,ATL,PNS,42,56,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1930,1905,25,2056,2040,16,WN,N906WN,4149,HOU,ECP,78,86,571,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-05",1517,1459,18,1521,1511,10,DL,N916DE,1270,ATL,PNS,44,64,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-05",1552,1558,-6,1631,1645,-14,G4,"274NV",1901,CVG,VPS,84,99,600,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-05",1628,1620,8,1814,1809,5,EV,N11565,4412,IAH,VPS,81,106,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-05",1632,1635,-3,1816,1812,4,YV,N88335,6184,IAH,PNS,72,104,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-05",1801,1805,-4,1950,1954,-4,EV,N13989,4447,IAH,VPS,86,109,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-05",1828,1830,-2,1906,1915,-9,EV,N720EV,2890,CLT,ECP,62,98,437,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-05",1920,1931,-11,2122,2115,7,G4,"224NV",1903,BLV,VPS,90,122,587,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-05",1932,1934,-2,1933,1940,-7,DL,N3768,2431,ATL,ECP,38,61,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-05",2006,1941,25,2137,2118,19,YV,N88328,6187,IAH,PNS,68,91,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-05",2033,1955,38,2107,2040,27,OH,N592NN,5103,CLT,PNS,67,94,488,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-05",1957,1955,2,2135,2140,-5,EV,N14905,4190,IAH,ECP,83,98,572,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-05",2000,2000,0,2222,2216,6,YX,N407YX,4504,DCA,TLH,96,142,716,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-05",2014,2032,-18,2211,2238,-27,G4,"274NV",1915,MCI,VPS,102,117,764,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-05",2048,2046,2,2055,2057,-2,DL,N915DL,1236,ATL,PNS,43,67,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-05",2110,2051,19,2204,2155,9,DL,N963DL,1669,ATL,TLH,35,54,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-05",2314,2238,36,2309,2247,22,DL,N936DL,1213,ATL,PNS,42,55,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-05",2236,2241,-5,2351,2345,6,DL,N917DL,485,ATL,TLH,38,75,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-05",2239,2241,-2,2312,2320,-8,OH,N594NN,5696,CLT,VPS,70,93,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-05",2239,2242,-3,2244,2248,-4,DL,N912DE,1590,ATL,VPS,38,65,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",900,900,0,901,901,0,DL,N912DE,2029,ATL,ECP,42,61,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",919,920,-1,1028,1035,-7,WN,N7854B,4137,BNA,ECP,60,69,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",915,920,-5,1023,1040,-17,WN,N432WN,3024,BNA,PNS,57,68,391,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",925,929,-4,1106,1113,-7,G4,"274NV",1903,BLV,VPS,80,101,587,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1052,1055,-3,1246,1257,-11,YV,N245LR,5740,DFW,VPS,86,114,641,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1349,1125,144,1729,1340,229,OO,N464SW,5803,ORD,PNS,139,220,794,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1129,1131,-2,1151,1209,-18,EV,N738EV,2893,CLT,ECP,65,82,437,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1218,1225,-7,1409,1423,-14,EV,N604QX,2895,DFW,ECP,95,111,685,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1255,1300,-5,1441,1443,-2,AA,N964TW,2389,DFW,PNS,91,106,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",1316,1320,-4,1441,1451,-10,OH,N576NN,5662,CLT,TLH,62,85,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1340,1342,-2,1338,1346,-8,DL,N990DL,2873,ATL,VPS,38,58,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1418,1405,13,1526,1520,6,WN,N934WN,3347,BNA,ECP,56,68,401,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1424,1430,-6,1600,1619,-19,EV,N12167,4412,IAH,VPS,78,96,528,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",1432,1439,-7,1548,1603,-15,MQ,N662EH,3861,MIA,TLH,61,76,402,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1450,1455,-5,1530,1542,-12,YX,N131HQ,4553,CLT,PNS,72,100,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1454,1459,-5,1449,1509,-20,DL,N947DL,1270,ATL,PNS,43,55,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1515,1510,5,1513,1519,-6,DL,N992AT,2802,ATL,VPS,41,58,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",1616,1620,-4,1709,1724,-15,DL,N952AT,1786,ATL,TLH,40,53,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1659,1659,0,1806,1823,-17,OH,N703PS,5520,DCA,PNS,109,127,816,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1658,1703,-5,1845,1845,0,AA,N7541A,2641,DFW,PNS,85,107,604,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",1703,1710,-7,1902,1924,-22,YX,N403YX,4504,DCA,TLH,92,119,716,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1708,1713,-5,1659,1710,-11,DL,N996DL,1403,ATL,ECP,38,51,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1758,1741,17,1835,1821,14,OH,N706PS,5463,CLT,PNS,72,97,488,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1758,1805,-7,1941,1954,-13,EV,N13975,4447,IAH,VPS,78,103,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1937,1934,3,1932,1938,-6,DL,N399DA,2431,ATL,ECP,38,55,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",1930,1936,-6,1930,1943,-13,DL,N953DL,1856,ATL,VPS,38,60,250,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",2029,2030,-1,47,2333,74,MQ,N228NN,4131,DFW,TLH,107,198,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",1945,1941,4,2109,2118,-9,YV,N89357,6187,IAH,PNS,71,84,489,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",1954,1955,-1,2131,2138,-7,YV,N87303,6100,IAH,ECP,81,97,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",2032,1955,37,2106,2040,26,OH,N569NN,5103,CLT,PNS,69,94,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",2140,2151,-11,2231,2242,-11,MQ,N698CB,4109,MIA,PNS,77,111,530,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",2105,2040,25,2141,2121,20,G4,"274NV",1919,SDF,VPS,73,96,532,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-06",2255,2238,17,2257,2244,13,DL,N918DE,1213,ATL,PNS,41,62,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-06",2238,2241,-3,2332,2344,-12,DL,N994DL,485,ATL,TLH,35,54,223,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",2232,2241,-9,2300,2320,-20,OH,N551NN,5696,CLT,VPS,68,88,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-06",2247,2242,5,2255,2246,9,DL,N948DL,1590,ATL,VPS,39,68,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-06",2241,2245,-4,2242,2249,-7,DL,N808DN,2303,ATL,ECP,38,61,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",720,722,-2,1133,1121,12,F9,N303FR,638,DEN,PNS,172,193,1179,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",719,725,-6,848,902,-14,YV,N85356,6228,IAH,PNS,74,89,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",735,739,-4,821,824,-3,OH,N552NN,5237,CLT,PNS,68,106,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",815,820,-5,815,831,-16,DL,N954DL,2212,ATL,PNS,43,60,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",835,835,0,909,911,-2,OH,N579NN,5564,CLT,VPS,69,94,460,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",845,850,-5,1004,1023,-19,YX,N433YX,4609,DCA,VPS,110,139,789,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",902,900,2,1037,1025,12,OH,N593NN,5272,CLT,TLH,60,95,386,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",858,900,-2,859,903,-4,DL,N902DE,2029,ATL,ECP,43,61,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",915,915,0,952,1000,-8,MQ,N681AE,3733,MIA,PNS,78,97,530,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",925,920,5,1035,1035,0,WN,N7828A,5084,BNA,ECP,60,70,401,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",926,930,-4,1036,1050,-14,WN,N751SW,2565,BNA,PNS,56,70,391,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",932,935,-3,1052,1115,-23,YX,N653RW,3668,IAH,PNS,68,80,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",942,944,-2,941,950,-9,DL,N916DL,2716,ATL,VPS,40,59,250,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",942,946,-4,1131,1138,-7,G4,"274NV",1993,AUS,VPS,90,109,666,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",958,1002,-4,956,1017,-21,DL,N6700,2179,ATL,PNS,44,58,271,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1004,1010,-6,1151,1155,-4,EV,N19554,4451,IAH,ECP,85,107,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1016,1020,-4,1149,1208,-19,MQ,N234JW,3324,DFW,PNS,79,93,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1009,1022,-13,1204,1216,-12,G4,"224NV",1909,OKC,VPS,95,115,726,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1020,1025,-5,1115,1125,-10,DL,N977AT,489,ATL,TLH,39,55,223,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1018,1025,-7,1143,1147,-4,MQ,N657AE,3663,MIA,TLH,61,85,402,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1046,1055,-9,1246,1257,-11,YV,N247LR,5740,DFW,VPS,86,120,641,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1107,1112,-5,1107,1116,-9,DL,N959DL,1733,ATL,ECP,39,60,240,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1123,1131,-8,1215,1209,6,EV,N615QX,2893,CLT,ECP,61,112,437,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1133,1130,3,1209,1214,-5,OH,N548NN,5298,CLT,PNS,74,96,488,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1151,1155,-4,1336,1334,2,EV,N12567,4393,IAH,PNS,80,105,489,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1136,1138,-2,1253,1300,-7,MQ,N255NN,3771,DCA,PNS,110,137,816,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1154,1200,-6,1342,1349,-7,EV,N12540,3995,IAH,VPS,81,108,528,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1234,1225,9,1437,1423,14,EV,N717EV,2895,DFW,ECP,90,123,685,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1206,1205,1,1348,1350,-2,WN,N210WN,2055,DAL,ECP,87,102,674,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1229,1236,-7,1233,1247,-14,DL,N991DL,1353,ATL,PNS,48,64,271,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1303,1305,-2,1629,1610,19,MQ,N232NN,4069,DFW,TLH,105,146,767,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1255,1300,-5,1454,1443,11,AA,N7541A,2389,DFW,PNS,82,119,604,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1306,1307,-1,1348,1350,-2,OH,N592NN,5500,CLT,VPS,73,102,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1314,1320,-6,1446,1451,-5,OH,N547NN,5662,CLT,TLH,65,92,386,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1342,1342,0,1339,1348,-9,DL,N950DL,2873,ATL,VPS,38,57,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1352,1354,-2,1344,1352,-8,DL,N960DL,2506,ATL,ECP,38,52,240,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1405,1414,-9,1541,1554,-13,YX,N133HQ,4537,PHL,PNS,127,156,935,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1420,1415,5,1533,1530,3,WN,N7829B,6593,BNA,ECP,61,73,401,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1418,1421,-3,1512,1523,-11,DL,N996AT,1399,ATL,TLH,38,54,223,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1501,1455,6,1529,1542,-13,YX,N109HQ,4553,CLT,PNS,70,88,488,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1549,1439,70,1714,1603,71,MQ,N925AE,3861,MIA,TLH,63,85,402,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1437,1445,-8,1622,1630,-8,EV,N17560,4249,IAH,ECP,87,105,572,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1457,1459,-2,1458,1511,-13,DL,N904DL,1270,ATL,PNS,46,61,271,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1509,1510,-1,1507,1516,-9,DL,N984DL,2802,ATL,VPS,39,58,250,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-08",1742,1225,317,1946,1423,323,EV,N719EV,2895,DFW,ECP,93,124,685,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1504,1517,-13,1646,1701,-15,G4,"274NV",1903,BLV,VPS,86,102,587,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1622,1620,2,1808,1809,-1,EV,N14905,4412,IAH,VPS,78,106,528,0,0
PNS,Pensacola Regional Airport,30.473400115967,-87.186599731445,121,-6.0,A,Pensacola,United States,"2018-10-07",1632,1635,-3,1810,1812,-2,YV,N82333,6184,IAH,PNS,70,98,489,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1629,1645,-16,1702,1726,-24,G4,"224NV",1919,SDF,VPS,73,93,532,0,0
ECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69,-6.0,A,Panama City,United States,"2018-10-07",1709,1713,-4,1701,1711,-10,DL,N944DL,1403,ATL,ECP,39,52,240,0,0
VPS,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,-6.0,A,Valparaiso,United States,"2018-10-07",1742,1745,-3,1815,1825,-10,OH,N547NN,5709,CLT,VPS,69,93,460,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1841,1801,40,2015,1940,35,YX,N123HQ,4660,CLT,TLH,71,94,386,0,0
TLH,Tallahassee Regional Airport,30.396499633789062,-84.35030364990234,81,-5.0,A,Tallahassee,United States,"2018-10-07",1759,1804,-5,1857,1910,-13,DL,N910AT,678,ATL,TLH,39,58,223,0,0
