"faa","name","city","flight_date","total_planned_flights","total_actual_flights","total_cancelled_flights","total_diverted_flights","cancellation_percentage","diversion_percentage","avg_dep_delay","avg_arr_delay","avg_temperature_c","daily_precipitation","daily_average_wind_speed","avg_pressure_hpa"
IAH,George Bush Intercontinental Houston Airport,Houston,2017-09-28,726,726,0,0,0.00,0.00,-1.1267217630853994,-5.9311294765840220,27.4,6.1,7.2,1014.0
LCH,Lake Charles Regional Airport,Lake Charles,2017-07-28,6,6,0,0,0.00,0.00,-7.0000000000000000,-7.6666666666666667,30.1,0.0,16.2,1014.2
LCH,Lake Charles Regional Airport,Lake Charles,2017-07-29,2,2,0,0,0.00,0.00,-9.0000000000000000,-7.0000000000000000,30.0,0.0,16.2,1012.7
LCH,Lake Charles Regional Airport,Lake Charles,2017-07-30,6,6,0,0,0.00,0.00,-9.0000000000000000,-14.0000000000000000,29.7,0.3,11.5,1013.9
LCH,Lake Charles Regional Airport,Lake Charles,2017-07-31,6,6,0,0,0.00,0.00,-10.6666666666666667,-12.0000000000000000,29.2,0.0,15.5,1015.1
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-01,6,6,0,0,0.00,0.00,-13.0000000000000000,-5.3333333333333333,29.7,0.0,19.1,1014.8
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-02,6,6,0,0,0.00,0.00,-9.0000000000000000,-4.0000000000000000,27.7,24.1,12.2,1014.9
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-03,6,6,0,0,0.00,0.00,-11.0000000000000000,3.3333333333333333,26.9,0.3,10.1,1015.7
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-04,6,6,0,0,0.00,0.00,-10.3333333333333333,-11.0000000000000000,28.3,1.5,10.4,1016.3
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-05,2,2,0,0,0.00,0.00,-8.0000000000000000,-14.0000000000000000,28.1,1.5,14.0,1015.5
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-06,6,6,0,0,0.00,0.00,-14.6666666666666667,2.0000000000000000,29.4,1.8,24.1,1013.0
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-07,6,6,0,0,0.00,0.00,39.0000000000000000,39.3333333333333333,29.3,2.5,18.4,1013.2
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-08,6,6,0,0,0.00,0.00,-12.0000000000000000,-8.3333333333333333,27.9,11.4,13.7,1013.8
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-09,6,6,0,0,0.00,0.00,-8.0000000000000000,-3.3333333333333333,27.8,45.5,16.2,1015.4
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-10,5,5,0,0,0.00,0.00,-11.0000000000000000,-8.0000000000000000,29.7,0.0,13.3,1017.9
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-11,5,5,0,0,0.00,0.00,-11.0000000000000000,0.66666666666666666667,30.1,1.5,15.5,1017.3
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-12,2,2,0,0,0.00,0.00,-8.0000000000000000,-18.0000000000000000,30.1,0.0,18.4,1015.2
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-13,6,6,0,0,0.00,0.00,-15.0000000000000000,-14.6666666666666667,30.4,0.0,21.6,1013.4
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-14,6,6,0,0,0.00,0.00,-11.6666666666666667,-15.0000000000000000,30.4,0.0,22.0,1012.1
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-15,4,4,0,0,0.00,0.00,-13.0000000000000000,-17.0000000000000000,30.5,0.0,23.4,1012.4
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-16,6,6,0,0,0.00,0.00,-12.3333333333333333,-11.3333333333333333,30.9,0.0,26.6,1014.9
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-17,6,6,0,0,0.00,0.00,-11.3333333333333333,-5.0000000000000000,31.0,0.0,20.5,1016.7
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-18,6,6,0,0,0.00,0.00,93.3333333333333333,-2.0000000000000000,30.6,0.0,18.4,1016.4
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-19,2,2,0,0,0.00,0.00,-13.0000000000000000,-11.0000000000000000,30.3,0.0,13.7,1015.5
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-20,6,6,0,0,0.00,0.00,-12.0000000000000000,-10.6666666666666667,29.9,0.0,11.5,1015.8
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-21,6,6,0,0,0.00,0.00,-11.6666666666666667,-13.3333333333333333,30.4,0.0,15.1,1017.7
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-22,4,4,0,0,0.00,0.00,-13.5000000000000000,-11.0000000000000000,29.8,4.6,9.7,1017.0
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-23,6,6,0,0,0.00,0.00,-10.0000000000000000,-0.33333333333333333333,29.1,1.8,10.1,1014.1
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-24,5,5,0,0,0.00,0.00,43.3333333333333333,-9.5000000000000000,29.3,0.8,17.6,1011.1
LCH,Lake Charles Regional Airport,Lake Charles,2017-08-25,6,6,0,0,0.00,0.00,-9.3333333333333333,-9.0000000000000000,27.4,71.1,36.4,
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-02,2,2,0,0,0.00,0.00,-4.0000000000000000,-16.0000000000000000,28.4,0.0,6.5,1017.0
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-03,2,2,0,0,0.00,0.00,-5.0000000000000000,4.0000000000000000,28.9,0.0,9.7,1018.0
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-04,2,2,0,0,0.00,0.00,-10.0000000000000000,-13.0000000000000000,28.9,0.0,9.4,1016.5
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-06,6,6,0,0,0.00,0.00,-11.0000000000000000,-12.0000000000000000,27.4,0.0,23.4,1016.2
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-07,6,6,0,0,0.00,0.00,132.6666666666666667,-7.6666666666666667,25.4,0.0,17.6,1018.6
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-08,4,4,0,0,0.00,0.00,-7.5000000000000000,-4.5000000000000000,25.4,0.0,17.6,1018.5
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-09,2,2,0,0,0.00,0.00,-9.0000000000000000,-12.0000000000000000,25.3,0.0,18.4,1018.2
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-10,4,4,0,0,0.00,0.00,-7.0000000000000000,-3.0000000000000000,25.8,0.0,22.3,1017.3
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-11,6,6,0,0,0.00,0.00,-2.0000000000000000,-2.0000000000000000,25.7,0.0,19.8,1015.3
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-12,6,6,0,0,0.00,0.00,-12.6666666666666667,-15.0000000000000000,25.4,0.0,11.2,1011.6
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-13,6,6,0,0,0.00,0.00,-10.6666666666666667,-6.0000000000000000,27.2,0.0,17.6,1010.2
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-14,6,6,0,0,0.00,0.00,-12.0000000000000000,-17.6666666666666667,28.1,0.0,16.9,1011.7
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-15,6,6,0,0,0.00,0.00,82.3333333333333333,18.6666666666666667,28.2,0.0,16.2,1013.1
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-16,2,2,0,0,0.00,0.00,-9.0000000000000000,-14.0000000000000000,28.2,0.0,11.9,1014.9
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-17,4,4,0,0,0.00,0.00,-10.0000000000000000,27.5000000000000000,28.8,0.0,13.7,1015.9
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-18,5,5,0,0,0.00,0.00,-9.6666666666666667,4.0000000000000000,29.6,0.0,17.6,
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-19,6,6,0,0,0.00,0.00,-10.6666666666666667,-8.6666666666666667,29.6,0.0,19.4,1013.8
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-20,6,6,0,0,0.00,0.00,-5.3333333333333333,-6.3333333333333333,30.1,0.0,22.7,1013.5
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-21,6,6,0,0,0.00,0.00,26.6666666666666667,3.0000000000000000,29.4,0.3,20.2,1014.5
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-22,6,6,0,0,0.00,0.00,-14.6666666666666667,-16.3333333333333333,29.0,0.0,16.2,1014.1
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-23,2,2,0,0,0.00,0.00,-10.0000000000000000,-19.0000000000000000,29.2,0.0,15.8,1012.8
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-24,4,4,0,0,0.00,0.00,-8.5000000000000000,-7.5000000000000000,29.4,0.0,17.6,1011.9
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-25,6,6,0,0,0.00,0.00,-8.0000000000000000,-6.6666666666666667,29.3,0.0,18.0,1011.1
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-26,6,6,0,0,0.00,0.00,-7.6666666666666667,-16.3333333333333333,29.1,0.0,14.8,1011.8
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-27,6,6,0,0,0.00,0.00,-10.0000000000000000,-10.6666666666666667,28.8,0.0,10.4,1013.0
LCH,Lake Charles Regional Airport,Lake Charles,2017-09-28,6,6,0,0,0.00,0.00,-0.66666666666666666667,-2.6666666666666667,29.3,0.0,9.4,1013.9
