"airport_code","station_id","date","avg_temp_c","min_temp_c","max_temp_c","precipitation_mm","max_snow_mm","avg_wind_direction","avg_wind_speed_kmh","wind_peakgust_kmh","avg_pressure_hpa","sun_minutes","day","week","month","year","day_name","week_name","month_name","season"
HOU,72244,2017-08-04,29.7,25.0,35.0,0.0,,,6.8,,,,4.0,31.0,8.0,2017.0,friday,"1eek",august,summer
HOU,72244,2017-08-05,28.7,25.0,35.0,7.4,,,8.3,,,,5.0,31.0,8.0,2017.0,saturday,"1eek",august,summer
HOU,72244,2017-08-06,29.3,26.7,34.4,0.8,,,12.2,,,,6.0,31.0,8.0,2017.0,sunday,"1eek",august,summer
HOU,72244,2017-08-07,28.7,24.4,31.7,14.7,,,6.8,,,,7.0,32.0,8.0,2017.0,monday,"1eek",august,summer
HOU,72244,2017-08-08,27.6,24.4,31.7,16.5,,,8.6,,,,8.0,32.0,8.0,2017.0,tuesday,"2eek",august,summer
HOU,72244,2017-08-09,29.4,25.6,35.0,0.0,,,9.7,,,,9.0,32.0,8.0,2017.0,wednesday,"2eek",august,summer
HOU,72244,2017-08-10,30.6,26.7,36.1,0.0,,,8.3,,,,10.0,32.0,8.0,2017.0,thursday,"2eek",august,summer
HOU,72244,2017-08-11,31.2,27.2,36.1,0.8,,,10.1,,,,11.0,32.0,8.0,2017.0,friday,"2eek",august,summer
HOU,72244,2017-08-12,31.3,27.2,37.2,0.0,,,11.2,,,,12.0,32.0,8.0,2017.0,saturday,"2eek",august,summer
HOU,72244,2017-08-13,31.2,26.7,36.7,0.0,,,14.0,,,,13.0,32.0,8.0,2017.0,sunday,"2eek",august,summer
HOU,72244,2017-08-14,31.2,27.2,36.7,0.0,,,14.4,,,,14.0,33.0,8.0,2017.0,monday,"2eek",august,summer
HOU,72244,2017-08-15,31.0,27.2,36.7,0.0,,,15.1,,,,15.0,33.0,8.0,2017.0,tuesday,"3eek",august,summer
HOU,72244,2017-08-16,31.2,27.8,36.1,0.3,,,14.8,,,,16.0,33.0,8.0,2017.0,wednesday,"3eek",august,summer
HOU,72244,2017-08-17,31.8,27.8,37.2,0.0,,,13.3,,,,17.0,33.0,8.0,2017.0,thursday,"3eek",august,summer
HOU,72244,2017-08-18,31.0,26.7,37.8,0.3,,,9.4,,,,18.0,33.0,8.0,2017.0,friday,"3eek",august,summer
HOU,72244,2017-08-19,31.3,26.7,37.8,0.0,,,7.9,,,,19.0,33.0,8.0,2017.0,saturday,"3eek",august,summer
HOU,72244,2017-08-20,30.5,26.1,36.7,0.0,,,6.5,,,,20.0,33.0,8.0,2017.0,sunday,"3eek",august,summer
HOU,72244,2017-08-21,30.7,27.2,35.0,0.0,,,7.9,,,,21.0,34.0,8.0,2017.0,monday,"3eek",august,summer
HOU,72244,2017-08-22,30.6,25.6,36.7,0.0,,,7.2,,,,22.0,34.0,8.0,2017.0,tuesday,"4eek",august,summer
HOU,72244,2017-08-23,30.2,26.1,35.0,0.0,,,7.2,,,,23.0,34.0,8.0,2017.0,wednesday,"4eek",august,summer
HOU,72244,2017-08-24,30.3,26.1,35.6,0.0,,,13.3,,,,24.0,34.0,8.0,2017.0,thursday,"4eek",august,summer
HOU,72244,2017-08-25,26.9,25.0,27.8,35.8,,,27.4,,,,25.0,34.0,8.0,2017.0,friday,"4eek",august,summer
HOU,72244,2017-08-26,27.4,24.4,30.0,306.6,,,25.6,,,,26.0,34.0,8.0,2017.0,saturday,"4eek",august,summer
HOU,72244,2017-08-27,26.1,24.4,27.8,279.1,,,16.9,,,,27.0,34.0,8.0,2017.0,sunday,"4eek",august,summer
HOU,72244,2017-08-28,24.8,22.8,26.1,239.0,,,31.3,,,,28.0,35.0,8.0,2017.0,monday,"4eek",august,summer
HOU,72244,2017-08-29,23.6,22.8,24.4,79.5,,,38.9,,,,29.0,35.0,8.0,2017.0,tuesday,"5eek",august,summer
HOU,72244,2017-08-30,26.4,23.3,31.7,0.0,,,26.3,,,,30.0,35.0,8.0,2017.0,wednesday,"5eek",august,summer
HOU,72244,2017-08-31,29.0,23.3,34.4,0.0,,,13.3,,,,31.0,35.0,8.0,2017.0,thursday,"5eek",august,summer
CRP,72251,2017-07-28,29.4,23.3,35.6,0.0,0,,16.9,,1013.4,,28.0,30.0,7.0,2017.0,friday,"4eek",july,summer
CRP,72251,2017-07-29,29.5,23.3,36.7,0.0,0,,15.5,,1012.2,,29.0,30.0,7.0,2017.0,saturday,"5eek",july,summer
CRP,72251,2017-07-30,29.0,23.9,36.1,0.0,0,,14.0,,1013.0,,30.0,30.0,7.0,2017.0,sunday,"5eek",july,summer
CRP,72251,2017-07-31,29.4,25.0,35.0,0.0,0,,10.8,,1014.0,,31.0,31.0,7.0,2017.0,monday,"5eek",july,summer
CRP,72251,2017-08-01,29.3,23.3,35.6,0.0,0,,10.8,,1013.8,,1.0,31.0,8.0,2017.0,tuesday,"1eek",august,summer
CRP,72251,2017-08-02,29.1,23.3,36.1,0.0,0,,10.8,,1013.8,,2.0,31.0,8.0,2017.0,wednesday,"1eek",august,summer
CRP,72251,2017-08-03,28.2,25.0,30.6,0.0,0,,10.4,,1015.3,,3.0,31.0,8.0,2017.0,thursday,"1eek",august,summer
CRP,72251,2017-08-04,29.0,25.6,35.0,0.3,0,,12.2,,1015.4,,4.0,31.0,8.0,2017.0,friday,"1eek",august,summer
CRP,72251,2017-08-05,29.7,25.0,36.1,0.0,0,,20.5,,1013.6,,5.0,31.0,8.0,2017.0,saturday,"1eek",august,summer
CRP,72251,2017-08-06,30.2,27.2,36.1,0.0,0,,25.2,,1010.8,,6.0,31.0,8.0,2017.0,sunday,"1eek",august,summer
CRP,72251,2017-08-07,30.1,27.8,35.6,7.6,0,,20.5,,1011.2,,7.0,32.0,8.0,2017.0,monday,"1eek",august,summer
CRP,72251,2017-08-08,29.4,24.4,35.6,0.0,0,,10.8,,1013.1,,8.0,32.0,8.0,2017.0,tuesday,"2eek",august,summer
CRP,72251,2017-08-09,29.4,24.4,35.6,0.0,0,,11.5,,1014.7,,9.0,32.0,8.0,2017.0,wednesday,"2eek",august,summer
CRP,72251,2017-08-10,29.5,23.9,35.0,13.0,0,,8.3,,1016.9,,10.0,32.0,8.0,2017.0,thursday,"2eek",august,summer
CRP,72251,2017-08-11,28.4,23.3,36.7,0.0,0,,13.7,,1016.3,,11.0,32.0,8.0,2017.0,friday,"2eek",august,summer
CRP,72251,2017-08-12,30.2,23.9,37.2,0.0,0,,17.6,,1014.0,,12.0,32.0,8.0,2017.0,saturday,"2eek",august,summer
CRP,72251,2017-08-13,30.2,24.4,36.7,0.0,0,,20.9,,1011.9,,13.0,32.0,8.0,2017.0,sunday,"2eek",august,summer
CRP,72251,2017-08-14,30.0,25.0,36.1,0.0,0,,23.0,,1010.3,,14.0,33.0,8.0,2017.0,monday,"2eek",august,summer
CRP,72251,2017-08-15,29.8,25.6,35.6,0.0,0,,23.4,,1010.4,,15.0,33.0,8.0,2017.0,tuesday,"3eek",august,summer
CRP,72251,2017-08-16,30.3,26.7,35.6,0.0,0,,24.8,,1012.7,,16.0,33.0,8.0,2017.0,wednesday,"3eek",august,summer
CRP,72251,2017-08-17,30.4,25.6,35.6,0.0,0,,22.0,,1014.9,,17.0,33.0,8.0,2017.0,thursday,"3eek",august,summer
CRP,72251,2017-08-18,29.9,25.0,37.2,0.0,0,,17.6,,1015.1,,18.0,33.0,8.0,2017.0,friday,"3eek",august,summer
CRP,72251,2017-08-19,30.1,24.4,36.7,0.0,0,,14.8,,1014.5,,19.0,33.0,8.0,2017.0,saturday,"3eek",august,summer
CRP,72251,2017-08-20,29.6,22.8,35.6,0.0,0,,14.4,,1014.5,,20.0,33.0,8.0,2017.0,sunday,"3eek",august,summer
CRP,72251,2017-08-21,29.5,23.9,34.4,0.0,0,,13.7,,1016.2,,21.0,34.0,8.0,2017.0,monday,"3eek",august,summer
CRP,72251,2017-08-22,29.3,23.3,35.0,0.5,0,,12.2,,1016.0,,22.0,34.0,8.0,2017.0,tuesday,"4eek",august,summer
CRP,72251,2017-08-23,28.9,22.8,35.6,0.0,0,,11.5,,1013.1,,23.0,34.0,8.0,2017.0,wednesday,"4eek",august,summer
CRP,72251,2017-08-24,29.2,24.4,34.4,8.4,0,,18.0,,1009.9,,24.0,34.0,8.0,2017.0,thursday,"4eek",august,summer
CRP,72251,2017-08-25,25.8,23.9,26.1,69.9,0,,,,,,25.0,34.0,8.0,2017.0,friday,"4eek",august,summer
CRP,72251,2017-08-26,25.4,23.9,26.7,48.0,0,,,,,,26.0,34.0,8.0,2017.0,saturday,"4eek",august,summer
CRP,72251,2017-08-27,25.8,23.9,28.9,0.5,0,,32.4,,1005.3,,27.0,34.0,8.0,2017.0,sunday,"4eek",august,summer
CRP,72251,2017-08-28,24.2,21.7,27.8,1.5,0,,36.4,,1005.9,,28.0,35.0,8.0,2017.0,monday,"4eek",august,summer
CRP,72251,2017-08-29,26.3,22.8,32.2,0.0,0,,25.6,,1008.7,,29.0,35.0,8.0,2017.0,tuesday,"5eek",august,summer
CRP,72251,2017-08-30,27.2,20.6,34.4,0.0,0,,13.0,,1011.1,,30.0,35.0,8.0,2017.0,wednesday,"5eek",august,summer
CRP,72251,2017-08-31,27.7,21.1,33.9,0.0,0,,10.4,,1013.1,,31.0,35.0,8.0,2017.0,thursday,"5eek",august,summer
LCH,72242,2017-07-28,30.1,27.2,32.8,0.0,0,,16.2,,1014.2,,28.0,30.0,7.0,2017.0,friday,"4eek",july,summer
LCH,72242,2017-07-29,30.0,27.8,33.9,0.0,0,,16.2,,1012.7,,29.0,30.0,7.0,2017.0,saturday,"5eek",july,summer
LCH,72242,2017-07-30,29.7,27.8,32.8,0.3,0,,11.5,,1013.9,,30.0,30.0,7.0,2017.0,sunday,"5eek",july,summer
LCH,72242,2017-07-31,29.2,25.6,32.2,0.0,0,,15.5,,1015.1,,31.0,31.0,7.0,2017.0,monday,"5eek",july,summer
LCH,72242,2017-08-01,29.7,27.8,32.8,0.0,0,,19.1,,1014.8,,1.0,31.0,8.0,2017.0,tuesday,"1eek",august,summer
LCH,72242,2017-08-02,27.7,23.9,29.4,24.1,0,,12.2,,1014.9,,2.0,31.0,8.0,2017.0,wednesday,"1eek",august,summer
LCH,72242,2017-08-03,26.9,25.0,31.1,0.3,0,,10.1,,1015.7,,3.0,31.0,8.0,2017.0,thursday,"1eek",august,summer
IAH,72243,2017-07-28,30.7,26.1,37.2,0.0,0,,9.7,,1013.6,,28.0,30.0,7.0,2017.0,friday,"4eek",july,summer
LCH,72242,2017-08-05,28.1,25.6,30.6,1.5,0,,14.0,,1015.5,,5.0,31.0,8.0,2017.0,saturday,"1eek",august,summer
LCH,72242,2017-08-06,29.4,26.7,33.3,1.8,0,,24.1,,1013.0,,6.0,31.0,8.0,2017.0,sunday,"1eek",august,summer
LCH,72242,2017-08-07,29.3,26.1,32.2,2.5,0,,18.4,,1013.2,,7.0,32.0,8.0,2017.0,monday,"1eek",august,summer
LCH,72242,2017-08-08,27.9,24.4,31.1,11.4,0,,13.7,,1013.8,,8.0,32.0,8.0,2017.0,tuesday,"2eek",august,summer
LCH,72242,2017-08-09,27.8,24.4,31.1,45.5,0,,16.2,,1015.4,,9.0,32.0,8.0,2017.0,wednesday,"2eek",august,summer
LCH,72242,2017-08-10,29.7,28.3,32.2,0.0,0,,13.3,,1017.9,,10.0,32.0,8.0,2017.0,thursday,"2eek",august,summer
LCH,72242,2017-08-11,30.1,28.3,32.2,1.5,0,,15.5,,1017.3,,11.0,32.0,8.0,2017.0,friday,"2eek",august,summer
LCH,72242,2017-08-12,30.1,28.3,32.8,0.0,0,,18.4,,1015.2,,12.0,32.0,8.0,2017.0,saturday,"2eek",august,summer
LCH,72242,2017-08-13,30.4,28.3,32.8,0.0,0,,21.6,,1013.4,,13.0,32.0,8.0,2017.0,sunday,"2eek",august,summer
LCH,72242,2017-08-14,30.4,28.9,32.8,0.0,0,,22.0,,1012.1,,14.0,33.0,8.0,2017.0,monday,"2eek",august,summer
LCH,72242,2017-08-15,30.5,28.9,32.8,0.0,0,,23.4,,1012.4,,15.0,33.0,8.0,2017.0,tuesday,"3eek",august,summer
LCH,72242,2017-08-16,30.9,29.4,33.9,0.0,0,,26.6,,1014.9,,16.0,33.0,8.0,2017.0,wednesday,"3eek",august,summer
LCH,72242,2017-08-17,31.0,28.9,33.3,0.0,0,,20.5,,1016.7,,17.0,33.0,8.0,2017.0,thursday,"3eek",august,summer
LCH,72242,2017-08-18,30.6,28.9,33.3,0.0,0,,18.4,,1016.4,,18.0,33.0,8.0,2017.0,friday,"3eek",august,summer
LCH,72242,2017-08-19,30.3,27.8,33.3,0.0,0,,13.7,,1015.5,,19.0,33.0,8.0,2017.0,saturday,"3eek",august,summer
LCH,72242,2017-08-20,29.9,27.2,33.3,0.0,0,,11.5,,1015.8,,20.0,33.0,8.0,2017.0,sunday,"3eek",august,summer
LCH,72242,2017-08-21,30.4,28.3,32.8,0.0,0,,15.1,,1017.7,,21.0,34.0,8.0,2017.0,monday,"3eek",august,summer
LCH,72242,2017-08-22,29.8,26.1,32.8,4.6,0,,9.7,,1017.0,,22.0,34.0,8.0,2017.0,tuesday,"4eek",august,summer
LCH,72242,2017-08-23,29.1,25.6,32.8,1.8,0,,10.1,,1014.1,,23.0,34.0,8.0,2017.0,wednesday,"4eek",august,summer
LCH,72242,2017-08-24,29.3,25.6,32.8,0.8,0,,17.6,,1011.1,,24.0,34.0,8.0,2017.0,thursday,"4eek",august,summer
LCH,72242,2017-08-25,27.4,24.4,29.4,71.1,0,,36.4,,,,25.0,34.0,8.0,2017.0,friday,"4eek",august,summer
LCH,72242,2017-08-26,27.4,23.9,28.9,104.6,0,,41.8,,,,26.0,34.0,8.0,2017.0,saturday,"4eek",august,summer
LCH,72242,2017-08-27,27.0,23.9,27.8,88.6,0,,42.5,,,,27.0,34.0,8.0,2017.0,sunday,"4eek",august,summer
LCH,72242,2017-08-28,25.3,22.2,26.7,96.3,0,,32.4,,,,28.0,35.0,8.0,2017.0,monday,"4eek",august,summer
LCH,72242,2017-08-29,22.3,21.1,23.3,219.5,0,,52.2,,1001.9,,29.0,35.0,8.0,2017.0,tuesday,"5eek",august,summer
LCH,72242,2017-08-30,24.7,21.1,31.7,0.0,0,,25.2,,1006.9,,30.0,35.0,8.0,2017.0,wednesday,"5eek",august,summer
LCH,72242,2017-08-31,28.6,24.4,33.3,0.0,0,,14.8,,1012.7,,31.0,35.0,8.0,2017.0,thursday,"5eek",august,summer
